"Date","Price","Open","High","Low","Change %"
"Mar 11, 2014","6.1410","6.1360","6.1450","6.1243","0.07%"
"Mar 10, 2014","6.1367","6.1183","6.1385","6.1155","0.44%"
"Mar 07, 2014","6.1100","6.1000","6.1125","6.0925","0.15%"
"Mar 06, 2014","6.1007","6.1213","6.1258","6.0965","-0.33%"
"Mar 05, 2014","6.1210","6.1308","6.1378","6.1195","-0.16%"
"Mar 04, 2014","6.1311","6.1262","6.1331","6.1240","0.07%"
"Mar 03, 2014","6.1266","6.1190","6.1296","6.1175","0.11%"
"Feb 28, 2014","6.1197","6.0988","6.1327","6.0978","0.32%"
"Feb 27, 2014","6.1002","6.1168","6.1246","6.0964","-0.30%"
"Feb 26, 2014","6.1185","6.1151","6.1326","6.1075","0.03%"
"Feb 25, 2014","6.1165","6.0949","6.1296","6.0920","0.32%"
"Feb 24, 2014","6.0968","6.1020","6.1059","6.0885","0.09%"
"Feb 21, 2014","6.0912","6.0708","6.1178","6.0665","0.32%"
"Feb 20, 2014","6.0718","6.0486","6.0749","6.0479","0.36%"
"Feb 19, 2014","6.0498","6.0372","6.0510","6.0354","0.20%"
"Feb 18, 2014","6.0378","6.0340","6.0395","6.0332","0.04%"
"Feb 17, 2014","6.0351","6.0340","6.0388","6.0315","0.00%"
"Feb 14, 2014","6.0351","6.0385","6.0426","6.0323","-0.08%"
"Feb 13, 2014","6.0399","6.0350","6.0453","6.0350","0.05%"
"Feb 12, 2014","6.0367","6.0345","6.0420","6.0340","0.01%"
"Feb 11, 2014","6.0358","6.0351","6.0401","6.0330","0.00%"
"Feb 10, 2014","6.0357","6.0258","6.0381","6.0253","0.14%"
"Feb 07, 2014","6.0274","6.0240","6.0340","6.0229","0.03%"
"Feb 06, 2014","6.0258","6.0270","6.0293","6.0235","-0.03%"
"Feb 05, 2014","6.0275","6.0271","6.0293","6.0237","-0.00%"
"Feb 04, 2014","6.0278","6.0324","6.0357","6.0255","-0.09%"
"Feb 03, 2014","6.0334","6.0338","6.0373","6.0309","-0.03%"
"Jan 31, 2014","6.0354","6.0335","6.0393","6.0328","0.01%"
"Jan 30, 2014","6.0347","6.0293","6.0398","6.0280","0.06%"
"Jan 29, 2014","6.0308","6.0292","6.0354","6.0256","0.01%"
"Jan 28, 2014","6.0301","6.0368","6.0382","6.0265","-0.13%"
"Jan 27, 2014","6.0378","6.0400","6.0437","6.0350","-0.05%"
"Jan 24, 2014","6.0409","6.0371","6.0469","6.0315","0.05%"
"Jan 23, 2014","6.0381","6.0283","6.0393","6.0279","0.14%"
"Jan 22, 2014","6.0297","6.0316","6.0329","6.0254","-0.04%"
"Jan 21, 2014","6.0321","6.0188","6.0350","6.0178","0.21%"
"Jan 20, 2014","6.0195","6.0220","6.0258","6.0178","-0.05%"
"Jan 17, 2014","6.0228","6.0244","6.0251","6.0197","-0.04%"
"Jan 16, 2014","6.0251","6.0220","6.0270","6.0210","0.04%"
"Jan 15, 2014","6.0225","6.0185","6.0252","6.0150","0.05%"
"Jan 14, 2014","6.0193","6.0293","6.0301","6.0150","-0.17%"
"Jan 13, 2014","6.0297","6.0320","6.0335","6.0244","-0.06%"
"Jan 10, 2014","6.0332","6.0380","6.0419","6.0312","-0.11%"
"Jan 09, 2014","6.0396","6.0375","6.0435","6.0360","0.01%"
"Jan 08, 2014","6.0392","6.0382","6.0411","6.0305","-0.00%"
"Jan 07, 2014","6.0394","6.0436","6.0463","6.0355","-0.08%"
"Jan 06, 2014","6.0442","6.0460","6.0498","6.0415","-0.06%"
"Jan 03, 2014","6.0477","6.0508","6.0541","6.0439","-0.06%"
"Jan 02, 2014","6.0515","6.0560","6.0567","6.0435","-0.08%"
"Jan 01, 2014","6.0565","6.0560","6.0575","6.0555","0.00%"
"Dec 31, 2013","6.0565","6.0660","6.0673","6.0540","-0.17%"
"Dec 30, 2013","6.0670","6.0709","6.0743","6.0645","-0.07%"
"Dec 27, 2013","6.0715","6.0744","6.0771","6.0684","-0.07%"
"Dec 26, 2013","6.0755","6.0705","6.0765","6.0705","0.05%"
"Dec 25, 2013","6.0723","6.0720","6.0743","6.0700","-0.03%"
"Dec 24, 2013","6.0740","6.0704","6.0756","6.0681","0.04%"
"Dec 23, 2013","6.0714","6.0680","6.0726","6.0655","0.05%"
"Dec 20, 2013","6.0686","6.0738","6.0768","6.0666","-0.09%"
"Dec 19, 2013","6.0743","6.0710","6.0776","6.0705","0.03%"
"Dec 18, 2013","6.0723","6.0692","6.0755","6.0684","0.02%"
"Dec 17, 2013","6.0708","6.0695","6.0752","6.0673","0.01%"
"Dec 16, 2013","6.0704","6.0731","6.0746","6.0686","-0.06%"
"Dec 13, 2013","6.0739","6.0742","6.0785","6.0705","-0.02%"
"Dec 12, 2013","6.0752","6.0752","6.0804","6.0719","-0.02%"
"Dec 11, 2013","6.0762","6.0637","6.0775","6.0633","0.18%"
"Dec 10, 2013","6.0655","6.0633","6.0678","6.0614","0.03%"
"Dec 09, 2013","6.0637","6.0670","6.0685","6.0583","-0.07%"
"Dec 06, 2013","6.0677","6.0765","6.0794","6.0659","-0.17%"
"Dec 05, 2013","6.0778","6.0783","6.0845","6.0763","-0.02%"
"Dec 04, 2013","6.0793","6.0823","6.0864","6.0775","-0.07%"
"Dec 03, 2013","6.0838","6.0847","6.0888","6.0815","-0.04%"
"Dec 02, 2013","6.0861","6.0840","6.0885","6.0828","0.01%"
"Nov 29, 2013","6.0853","6.0850","6.0911","6.0833","-0.04%"
"Nov 28, 2013","6.0875","6.0854","6.0890","6.0815","0.02%"
"Nov 27, 2013","6.0860","6.0795","6.0887","6.0775","0.08%"
"Nov 26, 2013","6.0809","6.0770","6.0827","6.0765","0.04%"
"Nov 25, 2013","6.0785","6.0738","6.0828","6.0713","0.07%"
"Nov 22, 2013","6.0743","6.0693","6.0777","6.0688","0.06%"
"Nov 21, 2013","6.0708","6.0678","6.0740","6.0655","0.02%"
"Nov 20, 2013","6.0693","6.0617","6.0708","6.0592","0.11%"
"Nov 19, 2013","6.0625","6.0680","6.0716","6.0575","-0.12%"
"Nov 18, 2013","6.0700","6.0728","6.0760","6.0673","-0.07%"
"Nov 15, 2013","6.0740","6.0762","6.0796","6.0728","-0.06%"
"Nov 14, 2013","6.0779","6.0755","6.0805","6.0739","0.03%"
"Nov 13, 2013","6.0763","6.0782","6.0823","6.0742","-0.00%"
"Nov 12, 2013","6.0765","6.0789","6.0806","6.0755","-0.05%"
"Nov 11, 2013","6.0794","6.0790","6.0827","6.0763","-0.01%"
"Nov 08, 2013","6.0799","6.0838","6.0876","6.0764","-0.09%"
"Nov 07, 2013","6.0855","6.0820","6.0903","6.0798","0.03%"
"Nov 06, 2013","6.0836","6.0860","6.0895","6.0812","-0.06%"
"Nov 05, 2013","6.0875","6.0858","6.0890","6.0830","0.01%"
"Nov 04, 2013","6.0867","6.0850","6.0922","6.0844","0.01%"
"Nov 01, 2013","6.0862","6.0910","6.0929","6.0845","-0.08%"
"Oct 31, 2013","6.0912","6.0810","6.0934","6.0808","0.13%"
"Oct 30, 2013","6.0830","6.0799","6.0856","6.0788","0.04%"
"Oct 29, 2013","6.0807","6.0731","6.0819","6.0725","0.12%"
"Oct 28, 2013","6.0736","6.0730","6.0774","6.0715","-0.02%"
"Oct 25, 2013","6.0747","6.0759","6.0789","6.0726","-0.03%"
"Oct 24, 2013","6.0766","6.0838","6.0854","6.0751","-0.15%"
"Oct 23, 2013","6.0857","6.0823","6.0874","6.0800","0.04%"
"Oct 22, 2013","6.0832","6.0863","6.0926","6.0817","-0.07%"
"Oct 21, 2013","6.0872","6.0885","6.0920","6.0853","-0.04%"
"Oct 18, 2013","6.0899","6.0899","6.0925","6.0855","-0.02%"
"Oct 17, 2013","6.0910","6.0958","6.1000","6.0888","-0.09%"
"Oct 16, 2013","6.0965","6.0964","6.1010","6.0916","-0.00%"
"Oct 15, 2013","6.0968","6.1003","6.1039","6.0945","-0.09%"
"Oct 14, 2013","6.1020","6.1042","6.1110","6.0992","-0.07%"
"Oct 11, 2013","6.1065","6.1046","6.1100","6.1023","0.02%"
"Oct 10, 2013","6.1052","6.1123","6.1159","6.1027","-0.13%"
"Oct 09, 2013","6.1129","6.1104","6.1136","6.1090","0.02%"
"Oct 08, 2013","6.1115","6.1088","6.1138","6.1065","0.03%"
"Oct 07, 2013","6.1098","6.1064","6.1112","6.1055","0.04%"
"Oct 04, 2013","6.1072","6.1075","6.1108","6.1044","-0.01%"
"Oct 03, 2013","6.1079","6.1103","6.1130","6.1064","-0.06%"
"Oct 02, 2013","6.1115","6.1138","6.1167","6.1095","-0.05%"
"Oct 01, 2013","6.1145","6.1153","6.1188","6.1124","-0.04%"
"Sep 30, 2013","6.1168","6.1160","6.1196","6.1147","0.00%"
"Sep 27, 2013","6.1168","6.1183","6.1221","6.1146","-0.03%"
"Sep 26, 2013","6.1188","6.1163","6.1200","6.1143","0.01%"
"Sep 25, 2013","6.1179","6.1173","6.1204","6.1145","-0.00%"
"Sep 24, 2013","6.1181","6.1109","6.1201","6.1104","0.09%"
"Sep 23, 2013","6.1123","6.1090","6.1150","6.1048","0.02%"
"Sep 20, 2013","6.1110","6.1075","6.1117","6.1073","0.01%"
"Sep 19, 2013","6.1103","6.1052","6.1112","6.1030","0.08%"
"Sep 18, 2013","6.1057","6.1082","6.1123","6.1032","-0.06%"
"Sep 17, 2013","6.1093","6.1093","6.1143","6.1074","0.00%"
"Sep 16, 2013","6.1090","6.1110","6.1142","6.1059","-0.06%"
"Sep 13, 2013","6.1129","6.1079","6.1151","6.1069","0.07%"
"Sep 12, 2013","6.1086","6.1078","6.1116","6.1059","-0.00%"
"Sep 11, 2013","6.1087","6.1095","6.1152","6.1069","-0.02%"
"Sep 10, 2013","6.1102","6.1055","6.1135","6.1049","0.06%"
"Sep 09, 2013","6.1067","6.1108","6.1143","6.1050","-0.12%"
"Sep 06, 2013","6.1140","6.1125","6.1173","6.1102","-0.02%"
"Sep 05, 2013","6.1152","6.1120","6.1162","6.1105","0.04%"
"Sep 04, 2013","6.1129","6.1135","6.1181","6.1106","-0.03%"
"Sep 03, 2013","6.1150","6.1132","6.1163","6.1120","0.01%"
"Sep 02, 2013","6.1142","6.1153","6.1182","6.1119","-0.04%"
"Aug 30, 2013","6.1165","6.1169","6.1193","6.1142","-0.03%"
"Aug 29, 2013","6.1181","6.1151","6.1190","6.1143","0.02%"
"Aug 28, 2013","6.1166","6.1150","6.1205","6.1124","0.01%"
"Aug 27, 2013","6.1161","6.1110","6.1174","6.1105","0.05%"
"Aug 26, 2013","6.1130","6.1110","6.1163","6.1100","0.03%"
"Aug 23, 2013","6.1114","6.1145","6.1184","6.1094","-0.07%"
"Aug 22, 2013","6.1155","6.1175","6.1215","6.1127","-0.06%"
"Aug 21, 2013","6.1190","6.1130","6.1208","6.1120","0.07%"
"Aug 20, 2013","6.1147","6.1153","6.1222","6.1108","-0.03%"
"Aug 19, 2013","6.1167","6.1095","6.1185","6.1073","0.11%"
"Aug 16, 2013","6.1098","6.1075","6.1101","6.1050","0.01%"
"Aug 15, 2013","6.1090","6.1141","6.1162","6.1070","-0.12%"
"Aug 14, 2013","6.1162","6.1180","6.1220","6.1138","-0.05%"
"Aug 13, 2013","6.1190","6.1170","6.1238","6.1159","0.02%"
"Aug 12, 2013","6.1180","6.1180","6.1220","6.1160","-0.02%"
"Aug 09, 2013","6.1192","6.1115","6.1198","6.1113","0.09%"
"Aug 08, 2013","6.1135","6.1170","6.1191","6.1109","-0.07%"
"Aug 07, 2013","6.1178","6.1190","6.1217","6.1155","-0.03%"
"Aug 06, 2013","6.1195","6.1210","6.1241","6.1165","-0.04%"
"Aug 05, 2013","6.1220","6.1280","6.1290","6.1192","-0.12%"
"Aug 02, 2013","6.1295","6.1331","6.1340","6.1268","-0.07%"
"Aug 01, 2013","6.1338","6.1309","6.1339","6.1278","0.02%"
"Jul 31, 2013","6.1323","6.1340","6.1372","6.1308","-0.04%"
"Jul 30, 2013","6.1350","6.1333","6.1391","6.1315","0.00%"
"Jul 29, 2013","6.1348","6.1340","6.1375","6.1320","-0.01%"
"Jul 26, 2013","6.1357","6.1355","6.1364","6.1322","-0.01%"
"Jul 25, 2013","6.1361","6.1342","6.1385","6.1333","0.01%"
"Jul 24, 2013","6.1352","6.1334","6.1367","6.1322","0.01%"
"Jul 23, 2013","6.1344","6.1348","6.1389","6.1329","-0.02%"
"Jul 22, 2013","6.1355","6.1340","6.1390","6.1320","0.01%"
"Jul 19, 2013","6.1346","6.1390","6.1443","6.1330","-0.10%"
"Jul 18, 2013","6.1405","6.1352","6.1443","6.1352","0.06%"
